0	0	0.222556	0.0962374	0.0480541	0.10161	0.106977	0.112355	0.0393507	0.216922	0.018055	0.412067	0.0769173	0.218427	0.458089	-0.00200435	0.140959	0.017562	0.0644313	0.136542	-0.00117629	0.00238092	0.22504	0.00199339	0.0150882	0.00151904	0.0865978	
0	1	0.154869	0.00948012	0.0051704	0.084178	0.386639	0.0836676	0.00504404	0.744891	0.0492654	0.266592	0.0837123	0.00105322	0.981575	0.216723	0.17671	0.0539336	-0.00161168	0.0627181	0.222199	0.0206782	0.647017	-0.000971639	0.0307623	0.0119172	0.0552906	
0	2	0.062236	0.0251565	0.124381	0.313007	0.0137905	0.0352705	0.0920137	0.126628	0.228849	0.0764557	0.0547132	0.0241368	0.159463	0.708915	0.281878	-0.00104354	0.0185947	0.0916982	0.306095	0.419596	0.00389348	-0.000790377	0.0112284	0.0541492	0.648731	
0	3	0.0765384	0.00815401	0.0721329	0.205513	0.313715	0.0359522	0.00361378	0.00709401	0.256229	0.756164	0.0328025	-0.000790987	0.0193166	0.144162	0.527127	0.0103718	0.00362612	-0.000607004	0.00336272	0.91802	0.157195	-0.00129479	0.0156143	0.0881124	0.10614	
0	4	0.384542	0.151947	0.110223	0.116469	0.0258214	0.443068	0.169152	0.134733	0.166241	0.271024	0.872042	0.491321	0.164877	0.107557	0.0572418	0.94376	0.126704	0.132258	-0.000637474	-0.000712996	0.774454	0.324949	0.0145891	0.00380923	0.0195626	
0	5	0.177757	0.388089	-0.000185084	0.000753756	-0.00152436	0.129719	0.0631907	0.0493144	0.011564	0.0322209	0.783458	0.508476	0.0328726	0.00306666	0.0113686	0.210998	0.0464777	-0.00154514	-0.00102805	-0.000272897	0.228986	0.109564	-0.000735075	-0.000822562	0.0075879	
0	6	0.970211	0.205114	0.00720058	0.00129226	0.0176584	0.626137	0.201431	0.113786	0.0353679	0.0559786	0.5675	0.463799	0.991742	0.0193155	0.00625452	0.635536	0.229787	0.0921266	-0.00213661	-0.00111088	0.531417	0.23765	0.172614	0.0018319	-0.000660614	
0	7	0.358432	0.0582566	0.0116601	-0.00260516	0.00122765	0.184647	0.0197075	0.0909528	-6.05674e-005	0.048118	0.0567055	0.250367	0.981072	0.025154	0.00456901	0.126695	0.0972032	0.123616	0.000770697	-0.000865937	0.0513933	0.0286467	0.194423	-0.000641336	0.0472091	
0	8	0.0196926	-0.000206307	-0.001443	0.00206917	0.117364	0.0176016	0.00233009	0.0466539	0.273477	0.0641109	0.00815526	0.0278668	0.0774921	0.659746	0.0207927	0.00847679	-0.00169688	-0.00230745	0.0905738	0.0250941	0.0996821	-0.000599631	-0.00114101	0.00852535	0.0297926	
0	9	-0.002042	-0.000342181	0.0512931	0.269385	0.240833	0.0214672	0.00139608	0.107192	0.364257	0.963528	-0.000758117	-0.000726574	0.148576	0.13099	0.886068	0.0216432	-0.000805807	0.000708581	0.127856	0.263221	0.0334834	-0.000368213	0.0390857	0.00916387	0.890928	
0	10	-0.00105011	-0.000435243	0.022822	0.0679988	0.202624	-1.14133e-005	0.00703249	0.0610004	0.0324321	0.927418	-0.000763321	-3.66281e-005	0.075655	0.0584269	0.0822668	0.00328723	-0.00058464	0.000387439	0.0868785	0.225858	-0.00143762	0.00778682	0.0260044	0.0121053	0.358206	
