0	0	0.64044	0.80991	0.635893	0.795576	0.724432	0.812656	0.779532	0.794102	0.868985	
0	1	0.706297	0.873746	0.636266	0.876368	0.658478	0.751412	0.873563	0.853973	0.726305	
0	2	0.753255	0.6515	0.594833	0.841397	0.604279	0.549885	0.999399	0.880718	0.489206	
0	3	0.898479	0.791482	0.483773	0.967984	0.884959	0.660985	0.956391	0.979156	0.807434	
0	4	0.454805	0.67147	0.672456	0.492973	0.624916	0.726003	0.467021	0.820202	0.974929	
0	5	0.645546	0.762323	0.861677	0.532293	0.859055	0.850022	0.701713	0.983733	0.999612	
0	6	0.445681	0.716908	0.7918	0.467386	0.516495	0.900681	0.439358	0.760841	0.999852	
0	7	0.68523	0.888846	0.905732	0.72134	0.600451	0.935251	0.720812	0.86035	0.964221	
0	8	0.854731	0.876194	0.745494	0.92832	0.774035	0.650401	0.896226	0.973079	0.794146	
0	9	0.943782	0.730257	0.495645	0.940659	0.781827	0.557836	0.94673	0.928882	0.52718	
0	10	0.927166	0.730032	0.46079	0.968525	0.847451	0.573194	0.974712	0.996849	0.776689	
0	11	0.708925	0.724138	0.675157	0.69583	0.722799	0.702706	0.854953	0.934881	0.912376	
0	12	0.488761	0.691113	0.848022	0.544688	0.555854	0.899387	0.626175	0.815839	0.855795	
0	13	0.60057	0.719971	0.670448	0.531286	0.630574	0.700789	0.644902	0.930242	0.859711	
0	14	0.779946	0.793438	0.732824	0.971577	0.888555	0.907219	0.80844	0.815022	0.725954	
0	15	0.376114	0.816614	0.924638	0.486013	0.881302	0.848087	0.468923	0.851274	0.925489	
0	16	0.589518	0.675599	0.898848	0.81563	0.891459	0.993334	0.870798	0.80254	0.82114	
0	17	0.858251	0.9062	0.721691	0.915103	0.999225	0.757129	0.887708	0.980978	0.721611	
0	18	0.720858	0.893768	0.879438	0.979328	0.89488	0.980394	0.769183	0.918964	0.721567	
0	19	0.471893	0.822353	0.822723	0.639382	0.833247	0.980139	0.464529	0.754694	0.820241	
0	20	0.856687	0.934806	0.952393	0.859576	1	1	0.752251	0.9688	0.801378	
0	21	0.653246	0.910194	0.942204	0.68318	0.999904	1	0.787808	0.922019	0.859174	
0	22	0.462879	0.924204	0.992547	0.507184	0.822182	0.985664	0.438382	0.925769	0.994673	
0	23	0.647824	0.977707	0.959659	0.717873	0.947281	0.987151	0.577043	0.992796	0.821701	
0	24	0.788827	0.986425	0.770595	0.911441	0.864631	0.984288	0.78867	0.9651	0.891704	
0	25	0.642547	0.889648	0.724613	0.961624	0.784856	0.864998	0.866527	0.905596	0.760371	
0	26	0.962911	0.950714	0.818625	1	0.994831	0.868542	1	0.995244	0.776064	
0	27	1	0.911584	0.848413	1	0.958052	0.79402	1	0.976603	0.666958	
0	28	0.724805	0.923267	0.914026	0.480077	0.772443	0.999791	0.37393	0.844391	0.917478	
0	29	0.908343	0.978504	0.998714	0.864007	1	1	0.825225	0.894554	0.808748	
0	30	0.934372	0.953221	0.815474	0.890727	0.980318	0.93626	0.806751	0.838953	0.859478	
0	31	0.965151	0.986189	0.830631	0.999465	0.989257	0.777363	0.934297	0.943471	0.574804	
0	32	0.829214	0.998408	0.815274	0.783764	0.973577	0.653256	0.727366	0.815571	0.735131	
0	33	0.657465	0.88579	0.891869	0.820332	0.824839	0.995864	0.714691	0.842495	1	
0	34	0.752614	0.968362	0.849483	0.918851	0.924743	0.971147	0.868259	0.964505	0.96256	
0	35	0.900501	0.98191	0.828813	1	0.90952	0.993309	0.94047	0.906441	0.933789	
0	36	0.838927	0.939472	0.676502	1	0.942508	0.87662	1	0.937892	0.809974	
0	37	0.888231	0.907692	0.586968	1	0.851193	0.687277	1	0.864428	0.536005	
0	38	0.69471	0.974358	0.950879	0.751828	0.85015	1	0.746286	0.888277	1	
0	39	0.930312	0.983623	0.922373	1	0.915831	1	0.872185	0.895282	0.978443	
0	40	0.8507	0.975029	0.806971	1	0.86891	0.977327	1	0.888149	0.826896	
0	41	0.878962	0.881925	0.652984	0.998194	0.984671	0.879053	0.983539	1	0.691533	
0	42	0.770206	0.863633	0.851348	0.827282	0.889646	0.996077	0.783714	0.950132	0.910749	
0	43	0.383464	0.894585	0.859841	0.502724	0.74647	0.808728	0.416654	0.91858	1	
0	44	0.611874	0.938105	0.834219	0.604713	0.796321	0.826033	0.792174	0.848747	0.993093	
0	45	0.829718	0.930631	0.98026	0.913618	0.813246	0.902076	0.874162	0.971278	1	
1	46	0.98998	0.974075	0.999004	0.970543	0.977686	1	1	1	1	
1	47	0.968684	0.990942	0.999489	0.975519	0.947291	1	1	1	1	
1	48	0.99116	0.993196	1	0.995606	0.977558	1	1	1	1	
1	49	1	1	0.996094	0.997741	0.997745	1	1	1	1	
1	50	1	0.993063	0.995436	1	0.995396	0.998971	1	1	1	
1	51	1	0.997377	0.976183	0.998537	0.98445	0.997603	1	1	1	
1	52	0.840453	1	0.993662	0.799366	1	1	0.98444	0.999295	0.985974	
1	53	0.986805	1	1	1	1	1	0.994828	1	1	
1	54	0.807305	1	1	0.872873	1	1	0.999542	1	1	
1	55	0.942593	1	1	0.962517	1	1	0.93945	1	1	
2	56	0.595465	0.732276	0.819396	0.661617	0.667153	0.786598	0.550991	0.649761	0.799861	
2	60	0.782346	0.93634	0.782699	0.663387	0.712628	0.776425	0.356807	0.642179	0.513459	
2	61	0.72491	0.861321	0.805274	0.766258	0.602195	0.806414	0.603655	0.714604	0.586977	
2	62	0.436713	0.435151	0.363131	0.428098	0.540735	0.226752	0.553038	0.485024	0.395184	
2	63	0.506632	0.613143	0.599289	0.512367	0.652251	0.514067	0.669366	0.556872	0.473563	
2	64	0.589472	0.62658	0.413342	0.562096	0.574614	0.361228	0.607353	0.549964	0.497366	
2	65	0.364468	0.47753	0.273039	0.446154	0.334275	0.284541	0.565084	0.601983	0.445664	
2	66	0.539543	0.545498	0.489449	0.534073	0.422902	0.541709	0.598046	0.686656	0.576231	
2	67	0.637538	0.726222	0.532068	0.520248	0.508608	0.433856	0.636732	0.65326	0.659257	
2	69	0.765136	0.672388	0.720876	0.946653	0.707964	0.980784	0.880245	0.766641	0.802973	
2	70	0.745778	0.74804	0.692215	1	0.702824	0.877818	0.881777	0.796386	0.738801	
