0	0	0.360636	0.379795	0.47369	0.393721	0.406688	0.325834	0.518188	0.36732	0.590504	0.436818	0.481119	0.38942	0.308613	0.766113	0.577783	0.504119	0.619716	0.636768	0.962288	0.689889	0.340414	0.684936	0.573547	0.807486	0.476808	
0	1	0.399041	0.404559	0.45775	0.360116	0.247832	0.487938	0.623926	0.338468	0.57903	0.410088	0.680327	0.77435	0.302759	0.447446	0.587645	0.642785	0.938149	0.621859	0.695867	0.608004	0.576576	0.879044	0.533848	0.621995	0.342399	
0	2	0.606068	0.560631	0.589221	0.34405	0.775307	0.621147	0.494544	0.398499	0.291677	0.423214	0.840183	0.686466	0.466381	0.236983	0.673279	0.950927	0.783565	0.695452	0.401113	0.330989	0.751273	0.987119	0.821194	0.472257	0.453098	
0	3	0.461727	0.76412	0.53838	0.356883	0.263371	0.553781	0.900653	0.771992	0.486678	0.2732	0.715522	0.999224	0.809468	0.670137	0.338777	0.632824	0.760289	0.996001	0.854571	0.480195	0.662655	0.868198	0.659264	0.497411	0.544722	
0	4	0.327721	0.361151	0.524858	0.423529	0.6923	0.259997	0.334395	0.432482	0.535595	0.443254	0.295979	0.347383	0.404042	0.723011	0.640984	0.127774	0.349799	0.568205	0.970088	0.890853	0.223416	0.361067	0.698208	0.755962	0.586758	
0	5	0.427677	0.504536	0.4722	0.873601	0.612125	0.322388	0.479695	0.539802	0.765325	0.581134	0.347531	0.358308	0.659962	0.76957	0.648212	0.357789	0.532473	0.922944	0.946462	0.737529	0.340449	0.537026	0.871631	0.898522	0.559336	
0	6	0.160684	0.350696	0.36474	0.464786	0.494171	0.156104	0.384629	0.398133	0.482996	0.550656	0.189781	0.392699	0.246764	0.774943	0.721819	0.1769	0.343741	0.455423	0.912444	0.885374	0.263761	0.343483	0.387539	0.715449	0.8226	
0	7	0.335483	0.424777	0.536949	0.545625	0.649393	0.41382	0.495189	0.363986	0.603314	0.596535	0.567825	0.409258	0.316204	0.711377	0.741443	0.429508	0.569649	0.573866	0.919453	0.845381	0.511961	0.54117	0.428181	0.707379	0.529175	
0	8	0.615277	0.500645	0.584772	0.515822	0.325551	0.522441	0.599629	0.553874	0.357713	0.597714	0.80712	0.756458	0.526564	0.27856	0.718615	0.707037	0.854458	0.810048	0.574947	0.546416	0.564224	0.733659	0.834204	0.670083	0.765432	
0	9	0.720812	0.861903	0.474598	0.419291	0.533965	0.598571	0.676708	0.506026	0.263231	0.248058	0.823684	0.951167	0.603102	0.335335	0.485477	0.617118	0.962094	0.892585	0.487322	0.350946	0.641001	0.731737	0.504507	0.687063	0.375036	
0	10	0.985568	0.855494	0.547795	0.47651	0.249035	0.772179	0.51553	0.595748	0.223856	0.357259	0.911081	0.935264	0.64877	0.453332	0.316773	0.82923	0.956752	0.879284	0.523778	0.57049	0.730395	0.710146	0.766995	0.673618	0.571317	
0	11	0.537993	0.484631	0.617848	0.574806	0.307749	0.384501	0.425842	0.67655	0.699031	0.534058	0.447841	0.941612	0.500112	0.419093	0.517842	0.633677	0.729659	0.710747	0.480469	0.808106	0.521415	0.636388	0.729338	0.703475	0.898612	
0	12	0.309286	0.496974	0.428638	0.459689	0.578848	0.301448	0.469795	0.413425	0.555513	0.692037	0.315847	0.905765	0.379269	0.574276	0.97371	0.252266	0.544843	0.525642	0.657543	0.764379	0.573012	0.502174	0.587945	0.624485	0.667221	
