0	1	0.405094	0.0896747	0.438715	0.0726817	0.780003	0.244446	0.0985348	0.182114	0.27127	
0	2	0.440598	0.49844	0.114719	0.155231	0.518422	0.420992	-0.0188904	0.0928663	0.89571	
0	3	-0.0413522	0.0853326	0.658365	-0.0140916	0.169804	0.476463	-0.0213549	-0.0310074	0.0856608	
0	4	0.703645	0.422985	0.318776	0.659595	0.587876	0.370911	0.559051	0.169083	-0.0193427	
0	5	0.395931	0.133317	0.111426	0.720805	0.0626633	0.167265	0.15809	-0.0130758	-0.0204179	
0	6	0.648282	0.174789	0.230952	0.476867	0.913965	0.0104011	0.68204	0.308497	-0.0174363	
0	7	0.3192	0.0342161	-0.0526969	0.203117	0.762933	-0.00509671	0.145566	0.107487	-0.0107431	
0	8	0.130746	0.00115044	0.018332	-0.00698054	0.308886	0.452078	0.0462056	-0.0306116	0.16541	
0	9	-0.0124199	0.152006	0.333079	0.0174032	0.214741	0.861903	-0.00388451	-0.00199078	0.537976	
0	10	-0.0105194	0.0652388	0.670814	0.00963038	0.0836099	0.829045	-0.0225031	-0.0248253	0.236557	
0	11	0.392881	0.267663	0.205815	0.283495	0.268177	0.282802	0.198175	0.0121773	0.0128198	
0	12	0.789477	0.409892	0.212271	0.547655	0.515563	0.0921734	0.209467	0.166935	0.147761	
0	14	0.0650564	-0.0245974	0.130469	-0.0130994	0.0148312	0.00066383	0.130399	0.043561	0.103701	
0	16	0.238085	0.128213	-0.0148026	0.0373045	-0.00687516	-0.0241835	0.0171	0.0296995	0.109265	
0	17	0.000239216	-0.0782221	0.0435381	-0.00713114	-0.0365135	0.413063	0.0167051	-0.0410267	0.341148	
0	18	0.149407	-0.0829584	-0.0459992	-0.0187061	0.101766	-0.0304201	0.246251	0.0255058	0.399853	
0	20	-0.0860618	-0.0991073	-0.0300362	0.0472407	-0.0223472	-0.0272495	0.115986	-0.0416555	0.0971529	
0	21	0.444611	-0.0903502	-0.0214869	0.862765	-0.0303188	-0.025397	0.0769449	-0.0434206	0.0592301	
0	22	0.913092	-0.0117305	-0.0427015	0.590294	0.198128	-0.0395027	0.887321	-0.0293717	-0.0123826	
0	23	0.462222	-0.0295273	-0.0265784	0.299596	-0.00434999	-0.0318576	0.684299	-0.0465183	0.270648	
0	24	0.054528	-0.0231084	0.141824	0.0128286	0.117708	-0.0155979	0.498897	-0.0297458	0.0407723	
0	25	0.373262	0.00379992	0.23788	-0.0173806	0.217326	-0.00162396	0.102558	0.01252	0.0752868	
0	26	-0.054012	-0.0452465	0.0908107	-0.01864	-0.0220293	0.0507132	-0.0154491	-0.0472697	0.0517848	
0	27	-0.0392278	-0.0236119	0.0868846	-0.020638	0.00506461	0.0773263	-0.0129094	-0.0347131	0.636877	
0	28	0.0743988	-0.0131034	0.0262343	0.545578	0.191906	-0.0247025	0.940237	0.0628958	0.0256309	
0	30	-0.0622418	-0.0161086	0.0887235	0.0930199	-0.0193479	0.00561488	0.124537	0.083273	0.0292491	
0	31	-0.0640963	-0.0322163	0.0141039	-0.0188238	-0.0248484	0.23965	0.027273	-0.0204353	0.43336	
0	32	0.0784029	-0.0313419	-0.000227037	0.0986228	-0.0491126	0.147003	0.199813	0.0766439	0.261881	
0	33	0.170262	0.037033	0.0958526	0.0670183	0.158731	-0.0279269	0.234135	-0.026393	-0.0359925	
0	35	-0.127017	-0.0732074	-0.0477562	-0.021454	0.121186	-0.0235715	-0.0724749	-0.0315859	-0.00262337	
0	36	-0.066091	-0.0616882	0.112742	-0.0282836	0.0472886	0.0170462	-0.0256716	-0.0693713	0.0794364	
0	37	-0.101476	-0.0800109	0.771094	-0.0282306	0.184807	0.571367	-0.0249025	-0.0213663	0.878209	
0	38	0.343889	-0.0744333	-0.103742	0.622214	0.0984365	-0.0386111	0.627653	-0.0532066	-0.041983	
0	39	-0.130301	-0.0659219	-0.126453	-0.0223023	0.158284	-0.0185497	0.184021	-0.045281	-0.0534573	
0	40	-0.0444251	-0.0725678	-0.0296369	-0.016881	0.104757	-0.0239132	-0.0333412	-0.0253089	0.174667	
0	42	0.112267	0.0112927	-0.089363	0.0822121	0.103287	-0.0641081	0.24257	-0.0192278	-0.0577407	
0	43	0.952943	-0.016151	-0.0985315	0.560933	0.383238	0.151116	0.762278	0.0622511	-0.0264349	
0	44	0.217516	-0.0249487	-0.0300092	0.472111	0.364467	0.29239	0.235355	0.26512	-0.0461324	
